clouds,datetime,dewpt,dhi,dni,ghi,pres,rh,slp,temp,wind_gust_spd,wind_spd,precip
86,03/09/2023,22.4,50,392,320,1002,70,1003,28.6,13.7,1.7,0
78,04/09/2023,23.5,50,391,319,1004,88,1005,25.6,11.5,2.1,6
77,05/09/2023,24.3,50,390,318,1005,78,1006,28.7,9.2,1.5,1.5
82,06/09/2023,25.6,50,389,317,1006,76,1006,30.4,5.6,1.4,1
58,07/09/2023,25.5,49,389,316,1006,78,1006,30,5.9,1.6,0
55,08/09/2023,25.9,49,388,315,1006,80,1006,29.9,6.3,1.5,7
76,09/09/2023,25.7,49,387,314,1005,89,1005,27.7,5,1.2,6
60,10/09/2023,26.3,49,386,314,1004,85,1004,29.2,4.2,1.3,7.5
73,11/09/2023,26.4,49,386,313,1003,85,1003,29.3,3.9,1.5,10.5
85,12/09/2023,26.3,49,386,312,1003,88,1003,28.5,5.1,0.9,17.5
92,13/09/2023,24.5,49,385,311,1005,89,1005,26.5,12.8,1.9,4
86,14/09/2023,23.3,49,385,310,1006,94,1006,24.3,11.6,1.8,18.5
84,15/09/2023,23.7,49,384,309,1008,92,1008,25.2,9.2,1.8,11
78,16/09/2023,24.8,49,384,308,1009,94,1009,25.8,7.7,1,16.5
80,17/09/2023,25.2,48,383,307,1008,93,1009,26.5,5.3,1,5
81,18/09/2023,25.6,48,383,306,1009,88,1009,27.8,5.4,1.4,5
39,19/09/2023,25.7,48,382,305,1009,85,1009,28.6,7.1,2,4
31,20/09/2023,26.2,48,382,303,1009,83,1009,29.5,5.8,1.5,0.5
39,21/09/2023,25.8,48,381,302,1009,80,1010,29.9,5.8,1.5,0.5
36,22/09/2023,25.7,48,381,301,1009,78,1009,30.3,6.4,1.4,1
48,23/09/2023,25.6,48,380,300,1009,78,1009,29.9,6.1,1.6,0
49,24/09/2023,25.8,48,380,299,1008,84,1009,28.8,5.8,1.5,4.5
44,25/09/2023,25,48,379,298,1007,79,1008,29.2,13.5,1.5,10.5
86,26/09/2023,24.8,48,378,297,1007,95,1007,25.7,11.3,2.5,72
78,27/09/2023,25.1,48,378,295,1008,96,1008,25.8,10.4,2.2,40
74,28/09/2023,24.5,48,377,294,1010,97,1010,24.9,6.2,1.5,22
72,29/09/2023,25.3,47,377,293,1011,91,1012,27,5.1,1.2,22
76,30/09/2023,26,47,376,292,1010,89,1010,28,5.1,1.5,5.5
36,01/10/2023,25.5,47,375,290,1009,85,1009,28.6,5.2,1.5,0
26,02/10/2023,25.2,47,375,289,1010,81,1010,29.1,5.8,1.2,0
24,03/10/2023,24.5,47,374,288,1010,75,1010,29.7,6,1.2,0
37,04/10/2023,25.3,47,373,287,1009,77,1010,29.9,6.1,1.3,0
20,05/10/2023,25.5,47,372,285,1008,77,1008,30.2,6.1,1.2,0.5
26,06/10/2023,26.1,47,372,284,1008,78,1008,30.6,7.3,1.8,3.5
67,07/10/2023,23.5,47,371,283,1010,79,1010,27.5,8,1.4,22.5
61,08/10/2023,20.1,46,370,281,1013,65,1013,27.4,9.2,2.2,0
38,09/10/2023,19.3,46,369,280,1014,63,1014,27.2,8.4,1.7,0
74,10/10/2023,19.3,46,368,278,1015,66,1016,26.4,9.9,1.9,0
94,11/10/2023,19.6,46,368,277,1016,70,1016,25.5,8.1,1.7,0
93,12/10/2023,21.1,46,367,276,1017,87,1017,23.4,6,1.3,2
69,13/10/2023,21.9,46,366,274,1015,81,1015,25.5,6.9,1.6,0
55,14/10/2023,21.7,46,365,273,1013,78,1013,26.1,6.3,1.4,0
63,15/10/2023,19.5,46,364,271,1013,69,1013,25.8,7.8,1.5,0
90,16/10/2023,20.6,46,363,270,1013,70,1014,26.7,7.4,1.3,0
79,17/10/2023,21.3,45,362,269,1013,70,1013,27.6,7.4,1.5,0
74,18/10/2023,22.4,45,361,267,1012,73,1012,27.9,9.4,1.4,0
71,19/10/2023,23.4,45,360,266,1010,75,1011,28.4,9.4,1.7,0
75,20/10/2023,20.1,45,359,264,1014,65,1014,27.7,14.5,2.2,0
97,21/10/2023,16.1,45,358,263,1017,57,1018,25.2,14,2.2,0
94,22/10/2023,18.8,45,357,262,1018,72,1018,24.3,5.5,1.7,0
88,23/10/2023,21.3,45,356,260,1016,81,1017,24.8,6.2,1.4,0
54,24/10/2023,21.8,44,356,259,1015,75,1015,27,6.2,1.6,0
57,25/10/2023,23.3,44,355,257,1014,78,1014,27.5,6.9,1.7,0
62,26/10/2023,22.8,44,354,256,1014,78,1014,27.2,5.3,1.3,2.5
57,27/10/2023,23,44,353,255,1012,79,1013,27.2,6,1.3,0
69,28/10/2023,24.2,44,352,253,1013,88,1013,26.4,7.4,1.3,1.5
93,29/10/2023,23,44,351,252,1014,91,1015,24.7,6.6,1.8,42.5
87,30/10/2023,21.1,44,350,250,1017,81,1017,24.7,6.8,1.9,3
61,31/10/2023,20.5,43,349,249,1017,74,1018,25.9,6.6,1.4,0.5
75,01/11/2023,20.8,43,348,248,1017,74,1017,26.1,6.7,1.5,0
43,02/11/2023,21.9,43,347,246,1014,80,1014,25.7,5.6,1.1,0
31,03/11/2023,23.6,43,347,245,1011,82,1011,27.1,6.8,1.8,0
43,04/11/2023,24.3,43,346,244,1011,83,1012,27.7,7,1.5,1
37,05/11/2023,24.1,43,345,242,1012,80,1012,28.1,6.1,1.2,0
47,06/11/2023,23.9,43,344,241,1014,80,1015,27.8,9.1,1.7,3
69,07/11/2023,21.2,42,344,240,1015,85,1015,24,6.3,1.5,1
53,08/11/2023,22.7,42,343,238,1012,81,1013,26.4,5.8,1.1,0.5
64,09/11/2023,24.2,42,342,237,1012,82,1013,27.8,7.2,1.4,0
39,10/11/2023,24.6,42,342,236,1014,83,1014,28,6,1.4,0
47,11/11/2023,24.5,42,341,235,1015,82,1015,28,5.6,1,0
48,12/11/2023,24.4,42,340,234,1017,85,1017,27.1,10.7,2.2,9
80,13/11/2023,16.6,42,339,232,1022,85,1022,19.1,9.9,1.9,4
83,14/11/2023,13.4,42,339,231,1022,75,1022,18,7.3,1.6,0
98,15/11/2023,16.8,42,338,230,1020,78,1021,20.8,7.5,1.6,0
88,16/11/2023,13.4,42,338,229,1025,68,1026,19.9,16.7,3,0.5
42,17/11/2023,10,41,337,228,1025,55,1025,19.8,13.2,1.7,0
5,18/11/2023,9.7,41,336,227,1022,55,1022,20.4,5.9,1.3,0
10,19/11/2023,12.7,41,336,226,1020,65,1020,20.2,5.6,1.1,0
4,20/11/2023,14.6,41,335,225,1018,71,1018,20.7,6.6,1.7,0
52,21/11/2023,16.5,41,335,224,1016,76,1016,21.1,5.4,1.4,0
65,22/11/2023,18.8,41,334,223,1014,83,1015,22,4.4,1.3,0.5
48,23/11/2023,19.8,41,334,222,1016,83,1016,23.1,5.8,1.2,0.5
80,24/11/2023,20.1,41,333,221,1017,80,1018,23.8,8.9,1.9,0
69,25/11/2023,19.6,41,333,220,1018,79,1018,23.7,7.6,1.6,0
61,26/11/2023,19.6,41,332,219,1019,79,1019,23.7,6.5,1.5,0
45,27/11/2023,19.3,41,332,218,1018,77,1018,24,5.4,1.1,0
22,28/11/2023,18.6,41,331,217,1017,78,1018,22.9,6.5,1.5,0
44,29/11/2023,20,41,331,217,1016,82,1017,23.4,5.6,1.4,0
87,30/11/2023,21.1,41,331,216,1018,87,1018,23.5,6.5,1.7,2.5
80,01/12/2023,18.2,40,330,215,1020,92,1020,19.5,5.9,1.8,0.5
83,02/12/2023,14.8,40,330,214,1020,80,1020,18.4,4.9,1.9,0
100,03/12/2023,16.4,40,330,214,1019,85,1019,19.1,4.3,1.6,0
89,04/12/2023,16.6,40,330,213,1017,81,1018,19.9,3.8,1.5,0
96,05/12/2023,17.1,40,329,213,1015,83,1015,20.2,4.8,1.2,0
87,06/12/2023,17.1,40,329,212,1018,80,1018,20.9,11,2,3.5
32,07/12/2023,14.6,40,329,211,1018,68,1018,21.1,7.9,1.1,0
11,08/12/2023,16.2,40,329,211,1014,73,1014,21.8,7.2,0.9,0
39,09/12/2023,20.1,40,329,211,1012,83,1012,23.3,7.5,1.6,0
87,10/12/2023,22.8,40,328,210,1010,89,1011,24.9,7.8,1.4,0
76,11/12/2023,23.1,40,328,210,1013,91,1013,24.8,7.6,1.5,0
76,12/12/2023,23,40,328,209,1015,89,1015,25,6.6,1.2,0
53,13/12/2023,21.9,40,328,209,1016,84,1016,24.9,8,2,0
39,14/12/2023,22,40,328,209,1015,84,1016,25,6.7,0.7,0
68,15/12/2023,22.4,40,328,209,1014,84,1014,25.5,7.2,1.4,0
83,16/12/2023,18.1,40,328,208,1018,89,1018,20,8.7,1.7,4.5
80,17/12/2023,9.7,40,328,208,1023,80,1024,13.2,7.1,2.3,0
100,18/12/2023,11.8,40,328,208,1021,78,1021,15.6,5.6,1.9,0
92,19/12/2023,10.2,40,328,208,1022,79,1022,14.1,6.6,2.1,0
81,20/12/2023,7.5,40,328,208,1024,62,1024,15,10.5,2.7,0
84,21/12/2023,4.4,40,328,208,1026,50,1026,15.1,8.5,2.4,0
45,22/12/2023,1.5,40,329,208,1030,47,1030,12.9,10.2,2.1,0
66,23/12/2023,2.6,40,329,208,1029,48,1030,13.7,9.2,2,0
95,24/12/2023,4.1,40,329,208,1029,47,1029,16.1,7,1.9,0
71,25/12/2023,4.7,40,329,208,1026,47,1026,17,6.3,1.2,0
47,26/12/2023,10.2,40,329,209,1024,66,1024,16.9,4.5,1.2,0
28,27/12/2023,13.7,40,330,209,1023,75,1023,18.5,6.3,1.5,0
66,28/12/2023,15.4,40,330,209,1021,78,1021,19.5,5.9,1.2,0
88,29/12/2023,17.6,40,330,209,1019,81,1019,21.1,6.8,1.5,0
86,30/12/2023,18.7,40,330,210,1018,92,1018,20,7.2,1.3,0
74,31/12/2023,18.7,40,331,210,1017,81,1017,22.2,6.5,1.5,0
64,01/01/2024,18.9,40,331,210,1017,81,1017,22.4,7.1,1.3,0
44,02/01/2024,20.2,40,331,211,1016,86,1016,22.8,8.9,1.4,1
91,03/01/2024,16.2,40,332,211,1019,81,1019,19.5,8.1,2,2.5
100,04/01/2024,15.1,41,332,212,1019,75,1019,19.7,6.4,1.3,0
49,05/01/2024,18.2,41,332,212,1017,81,1017,21.7,7.5,1.7,0
68,06/01/2024,19.2,41,333,213,1018,85,1018,22,7.4,1.3,0
78,07/01/2024,18.9,41,333,213,1018,84,1018,21.8,6.9,1.3,1
75,08/01/2024,19.6,41,334,214,1016,85,1016,22.4,8.6,1.5,2.5
38,09/01/2024,20.2,41,334,215,1015,86,1015,22.7,6.8,1.7,1
83,10/01/2024,19.4,41,335,216,1016,91,1016,20.9,9.8,1.7,5
82,11/01/2024,18.5,41,335,216,1017,97,1017,19.1,10.7,1,18
84,12/01/2024,17.9,41,336,217,1016,96,1017,18.6,9.5,1.2,8.5
79,13/01/2024,18.7,41,336,218,1018,97,1018,19.2,8.2,1.5,8
80,14/01/2024,18.8,41,337,219,1019,96,1019,19.5,6.4,1,4.5
83,15/01/2024,18.8,41,337,220,1019,87,1019,21.3,8.7,1.6,0.5
87,16/01/2024,18.6,41,338,221,1018,90,1019,20.2,8.7,1.7,2.5
75,17/01/2024,19.6,41,338,222,1017,91,1017,21.1,7.7,1.6,1
57,18/01/2024,19.6,42,339,223,1015,85,1015,22.5,8.4,1.5,1.5
58,19/01/2024,20.3,42,340,224,1014,85,1014,23,6.6,1.7,0
76,20/01/2024,20,42,340,225,1015,84,1015,23,9.1,1.4,4.5
98,21/01/2024,16.5,42,341,226,1018,86,1018,18.9,9.9,2.5,5.5
78,22/01/2024,10.8,42,342,227,1022,86,1022,13.2,10.9,3.4,3
94,23/01/2024,4.6,42,342,228,1028,68,1028,10.2,9,3,0
100,24/01/2024,4.1,42,343,229,1028,65,1029,10.4,4.4,2.1,0
97,25/01/2024,4.3,42,344,230,1028,63,1028,11.2,3.6,1.4,0
97,26/01/2024,6.1,42,344,231,1027,67,1027,12.1,3.1,1.5,0
98,27/01/2024,7.2,42,345,232,1026,77,1026,11.1,3.4,1.8,0
97,28/01/2024,7.8,42,346,234,1026,74,1026,12.2,5.1,2,1.5
95,29/01/2024,10.4,43,347,235,1022,80,1022,13.8,3.9,1.8,2
86,30/01/2024,14.3,43,347,236,1019,88,1019,16.3,4.3,0.5,0
92,31/01/2024,16.6,43,348,237,1017,94,1017,17.6,6.2,1,2
95,01/02/2024,18.9,43,349,239,1015,92,1016,20.3,8.2,1.3,0
75,02/02/2024,20.4,43,350,240,1014,87,1014,22.8,8.7,2.1,0
86,03/02/2024,20.7,43,350,241,1015,91,1015,22.3,10.6,1.9,0
85,04/02/2024,21.5,43,351,243,1014,89,1014,23.5,9.2,1.5,0
94,05/02/2024,20.5,43,352,244,1014,90,1015,22.2,9.8,1.3,0
97,06/02/2024,19,43,353,246,1015,93,1016,20.2,8.8,1.2,0
83,07/02/2024,16.6,44,353,247,1015,92,1015,17.9,8.8,2.1,1
88,08/02/2024,11.2,44,354,248,1018,90,1018,12.7,6.3,2.3,0
97,09/02/2024,8.8,44,355,250,1024,73,1024,13.6,5.5,2.6,0
81,10/02/2024,10.2,44,356,251,1027,68,1027,16.6,5.4,1.6,0
63,11/02/2024,11.7,44,356,253,1026,66,1027,18.5,6.4,1,0
76,12/02/2024,13.9,44,357,254,1023,78,1023,18.1,6.3,1.9,0
58,13/02/2024,16.6,44,358,255,1020,80,1020,20.4,5.8,1.9,0
63,14/02/2024,18.8,44,359,257,1017,85,1018,21.6,8,1.9,0.5
90,15/02/2024,19.4,45,359,258,1018,86,1018,22,5.4,1.1,0
78,16/02/2024,17.6,45,360,260,1018,79,1019,21.5,6,1.6,0
97,17/02/2024,18.5,45,361,261,1013,82,1014,21.8,9.5,1.4,0
87,18/02/2024,21,45,362,263,1011,87,1011,23.4,10.5,2.3,0
87,19/02/2024,22.3,45,362,264,1011,89,1011,24.2,10.7,1.9,0
95,20/02/2024,22.4,45,363,266,1009,90,1009,24.1,13,3,0
87,21/02/2024,22.7,45,364,267,1009,89,1010,24.6,13.3,2.2,0
81,22/02/2024,22.7,45,365,269,1012,93,1013,23.8,10,1.2,0
84,23/02/2024,18.7,45,365,270,1016,94,1016,19.7,10,1.9,1
81,24/02/2024,13.3,46,366,271,1019,96,1020,13.9,9.2,2,0
91,25/02/2024,11.7,46,367,273,1020,92,1021,13,5.6,1.5,0
84,26/02/2024,13.2,46,367,274,1020,94,1020,14.3,7.2,1.2,0
81,27/02/2024,11,46,368,276,1020,89,1020,12.9,7.3,1.8,0
91,28/02/2024,13.4,46,369,277,1016,93,1017,14.5,4.2,0.9,0
81,29/02/2024,13.1,46,369,279,1017,90,1018,14.7,4.3,1.8,0
92,01/03/2024,10.3,46,370,280,1021,82,1022,13.5,4.2,2.3,0
93,02/03/2024,10.2,46,370,282,1022,78,1022,14,4.3,1.3,0
89,03/03/2024,13.5,46,371,283,1014,82,1015,16.7,7.7,1.3,0
81,04/03/2024,18.6,46,372,284,1007,91,1007,20.1,16.8,1.2,0
48,05/03/2024,20.9,47,372,286,1004,84,1004,24.1,15.8,1.2,0
74,06/03/2024,20.2,47,373,287,1008,85,1008,23,13.2,1.7,0
96,07/03/2024,16.7,47,373,288,1014,79,1014,20.6,9.4,1.3,0
100,08/03/2024,15.5,47,374,290,1017,79,1017,19.2,7.6,1,0
92,09/03/2024,15.9,47,375,291,1016,91,1016,17.5,7.3,1,0
83,10/03/2024,15.9,47,375,292,1018,94,1018,16.9,5.9,1.3,0
75,11/03/2024,15.9,47,376,294,1019,83,1020,19.1,9.5,1.7,0
76,12/03/2024,16.1,47,376,295,1017,78,1017,20.3,8,1,0
95,13/03/2024,18.6,48,377,296,1014,87,1014,20.9,9.9,0.9,0
77,14/03/2024,20,48,378,298,1013,96,1013,20.7,10,1,5
83,15/03/2024,20.4,48,378,299,1013,96,1013,21.2,9.8,1.1,0
89,16/03/2024,21.2,48,379,300,1014,94,1014,22.1,7.9,1.2,0
97,17/03/2024,21.7,48,379,301,1013,96,1014,22.4,7.6,1.4,0.5
86,18/03/2024,22.3,48,380,302,1013,96,1013,22.9,7.2,1.1,0
87,19/03/2024,18.6,48,381,304,1019,95,1019,19.4,10.2,2.1,24.5
92,20/03/2024,17.4,48,381,305,1022,88,1022,19.5,2.5,1.5,3.5
52,21/03/2024,16.7,48,382,306,1015,79,1016,20.7,9.2,1.3,0
92,22/03/2024,20.2,49,382,307,1009,90,1009,22,10.5,1.3,0
86,23/03/2024,22.5,49,383,308,1008,89,1008,24.6,14.3,2.3,0
87,24/03/2024,23.3,49,384,309,1010,88,1010,25.5,12.5,1.1,0
77,25/03/2024,23.7,49,385,310,1012,91,1012,25.2,9.9,1.6,0
63,26/03/2024,22.4,49,386,312,1015,83,1015,25.5,6.8,1.9,0
87,27/03/2024,22.9,49,386,313,1015,87,1015,25.4,8.6,2.5,0.5
78,28/03/2024,22,49,388,314,1013,86,1013,24.6,8.5,3,9
44,29/03/2024,21.7,50,389,315,1010,83,1011,24.9,10.8,2.9,0.5
50,30/03/2024,22.1,50,390,316,1009,84,1009,25.2,12.9,3.6,0
11,31/03/2024,22.1,50,391,317,1006,78,1006,26.7,14.8,3.6,0
2,01/04/2024,21.7,50,392,318,1004,73,1004,27.5,17.5,5,0
50,02/04/2024,22.9,50,393,319,1004,79,1004,27.1,17.7,4.3,0
18,03/04/2024,24.6,50,393,320,1004,83,1004,27.9,14,2.2,0
54,04/04/2024,24.8,50,394,321,1005,86,1005,27.5,13.8,2,0
95,05/04/2024,24.4,50,395,322,1007,89,1007,26.3,10.8,2,0
88,06/04/2024,23.3,50,396,322,1008,88,1009,25.3,10.8,1.2,0
80,07/04/2024,23.5,51,397,323,1007,94,1008,24.5,10.7,1.1,0
86,08/04/2024,21.3,51,398,324,1011,94,1012,22.2,8.2,1.1,1
82,09/04/2024,21.3,51,399,325,1014,94,1014,22.2,4.9,1.4,5
90,10/04/2024,22,51,399,326,1014,93,1015,23.2,6,0.8,1
72,11/04/2024,23.6,51,400,327,1013,90,1013,25.3,10.1,1.2,0.5
62,12/04/2024,24.1,51,401,327,1011,86,1011,26.8,9.2,2.2,0
82,13/04/2024,24.5,51,402,328,1008,85,1009,27.3,11.6,1.6,3.5
93,14/04/2024,24.9,51,402,329,1008,89,1009,26.9,11.5,2,0.5
89,15/04/2024,24.8,51,403,330,1009,88,1010,27,10.9,2.3,10
54,16/04/2024,23.7,51,404,330,1008,82,1009,27.2,12.3,2.7,0.5
95,17/04/2024,24.8,51,404,331,1006,87,1007,27.2,12.9,1.7,3
68,18/04/2024,24.4,52,405,332,1005,84,1005,27.3,14,2,15
77,19/04/2024,25.2,52,405,332,1002,83,1003,28.4,14.9,2.2,0
60,20/04/2024,25.4,52,406,333,1002,82,1002,28.8,13.2,2,0
46,21/04/2024,25.4,52,406,334,1004,83,1004,28.7,9.1,1.9,0
65,22/04/2024,24,52,407,334,1006,83,1006,27.2,10,2.1,0
71,23/04/2024,25.4,52,407,335,1005,84,1006,28.4,9.4,1.3,12
80,24/04/2024,24.6,52,408,335,1006,84,1006,27.7,8.6,1.2,10
56,25/04/2024,24.9,52,408,336,1003,86,1004,27.7,11.4,3.6,9.5
4,26/04/2024,24.3,52,409,336,1000,77,1000,29.3,10.6,3.1,6
18,27/04/2024,22.7,52,409,337,1000,66,1000,31,13.1,3.5,9.3
29,28/04/2024,26.6,52,410,337,1002,78,1002,30.8,11.3,2.4,0
66,29/04/2024,24.8,52,410,338,1004,76,1004,29.8,19.2,3.6,0
65,30/04/2024,26,52,410,338,999,72,1000,31.9,17.6,2.9,8.5
83,01/05/2024,23,52,411,338,1003,78,1003,27.2,12,3.9,1
93,02/05/2024,23.5,52,411,339,1007,92,1008,25,10.8,1.6,7
79,03/05/2024,24.3,52,412,339,1007,86,1007,26.9,11.9,5.1,71.7
22,04/05/2024,24.4,52,412,340,1004,83,1005,27.8,8.6,4.3,22.3
68,05/05/2024,23.9,52,412,340,1007,83,1007,27,9.6,4.2,8
49,06/05/2024,23.8,52,413,340,1009,82,1010,27.2,7.9,3.6,18.4
18,07/05/2024,23.8,52,413,341,1011,94,1012,24.9,6,2.6,2
56,08/05/2024,25.3,53,413,341,1011,86,1012,27.9,6.3,2.1,7
62,09/05/2024,24.5,53,413,341,1012,88,1012,26.7,8.2,1.5,20.5
55,10/05/2024,24.9,53,414,341,1011,83,1012,28.2,8.5,1.5,2
70,11/05/2024,25.8,53,414,342,1011,83,1011,29.1,7.4,1.5,0
63,12/05/2024,25.8,53,414,342,1010,84,1010,29,5.4,1.3,1
61,13/05/2024,24.3,53,414,342,1011,88,1011,26.5,5.2,1.1,5
31,14/05/2024,23.2,53,415,342,1010,78,1011,27.6,7.2,2.1,3.3
28,15/05/2024,23.5,53,415,343,1011,79,1012,27.7,10,3.9,62.6
44,16/05/2024,20.9,53,415,343,1012,75,1012,26.2,9.6,3.7,15.6
26,17/05/2024,22.1,53,415,343,1009,76,1009,26.9,6.7,2.9,1
